dataset,weighting,dim,modality,method,seed,metric,k,decile,group,value,fairness_scope,notes
ml-1m,bm25,128,i2i,ivfflat,42,long_tail_exposure,100,-1,__all__,0.03832615180643023,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfflat,42,long_tail_uplift,10,-1,__all__,0.01113695313862723,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfflat,42,user_popularity_calibration_error,10,-1,__all__,0.91303975719234,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,128,i2i,ivfpq,42,coverage,10,-1,__all__,0.8086611944523068,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,coverage,100,-1,__all__,0.9980186810076422,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,0,__all__,0.007756049055353,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,1,__all__,0.008816705336426913,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,2,__all__,0.023798475306595956,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,3,__all__,0.03455419290686112,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,4,__all__,0.04463042757706331,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,5,__all__,0.07209148160424263,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,6,__all__,0.09449784554192907,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,7,__all__,0.1275770633079218,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,8,__all__,0.17562147828969174,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,9,__all__,0.4106562810739145,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,head,0.4106562810739145,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,mid,0.571312562147829,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,tail,0.018031156778256546,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,gini_exposure,10,-1,__all__,0.671458198803816,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,gini_exposure,100,-1,__all__,0.5138596054568034,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,long_tail_exposure,10,-1,__all__,0.01904209479615512,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,long_tail_exposure,100,-1,__all__,0.04701690420947961,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,long_tail_uplift,10,-1,__all__,0.013540002525435316,long_tail_exposure_proxy_only,
ml-1m,bm25,128,i2i,ivfpq,42,user_popularity_calibration_error,10,-1,__all__,0.9194209055275803,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,128,u2i,flat,42,coverage,10,-1,__all__,0.4073025757146901,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,coverage,100,-1,__all__,0.8024341919048967,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,0,__all__,0.0002320185614849188,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,1,__all__,0.00029830957905203843,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,2,__all__,0.0007292011932383163,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,3,__all__,0.0018727212462711302,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,4,__all__,0.00382830626450116,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,5,__all__,0.008054358634405038,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,6,__all__,0.013705667882001988,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,7,__all__,0.021992045077891945,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,8,__all__,0.05165727543917799,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_decile,10,9,__all__,0.8976300961219754,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_group,10,-1,head,0.8976300961219754,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_group,10,-1,mid,0.10172356645674517,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,exposure_share_group,10,-1,tail,0.0006463374212794166,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,gini_exposure,10,-1,__all__,0.9463882418911009,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,gini_exposure,100,-1,__all__,0.8639207843917959,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,long_tail_exposure,10,-1,__all__,0.0006629101756711965,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,long_tail_exposure,100,-1,__all__,0.0018246602585349685,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,long_tail_uplift,10,-1,__all__,-0.004839182095048608,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flat,42,user_popularity_calibration_error,10,-1,__all__,0.6242765075899376,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,128,u2i,flatpq,42,coverage,10,-1,__all__,0.3673931502971978,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,coverage,100,-1,__all__,0.8075290121709595,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,0,__all__,0.0004474643685780577,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,1,__all__,0.00036460059661915813,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,2,__all__,0.0012263838249917136,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,3,__all__,0.0019887305270135896,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,4,__all__,0.0038780245276765,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,5,__all__,0.008170367915147497,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,6,__all__,0.012993039443155453,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,7,__all__,0.01738481935697713,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,8,__all__,0.03954259197878687,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,9,__all__,0.914003977461054,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,head,0.914003977461054,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,mid,0.08506794829300633,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,tail,0.0009280742459396752,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,gini_exposure,10,-1,__all__,0.9605561315391665,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,gini_exposure,100,-1,__all__,0.8747507449295956,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,long_tail_exposure,10,-1,__all__,0.000977792509115015,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,long_tail_exposure,100,-1,__all__,0.002709645343056016,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,long_tail_uplift,10,-1,__all__,-0.0045242997616047895,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,flatpq,42,user_popularity_calibration_error,10,-1,__all__,0.6335341555879104,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,128,u2i,hnsw,42,coverage,10,-1,__all__,0.4073025757146901,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,coverage,100,-1,__all__,0.80837814888197,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,0,__all__,0.0002320185614849188,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,1,__all__,0.00029830957905203843,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,2,__all__,0.0007292011932383163,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,3,__all__,0.0018727212462711302,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,4,__all__,0.00382830626450116,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,5,__all__,0.008070931388796818,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,6,__all__,0.013639376864434869,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,7,__all__,0.021975472323500167,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,8,__all__,0.05149154789526019,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,9,__all__,0.8978621146834604,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,head,0.8978621146834604,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,mid,0.10149154789526015,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,tail,0.0006463374212794166,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,gini_exposure,10,-1,__all__,0.9463918350781556,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,gini_exposure,100,-1,__all__,0.8628222288999003,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,long_tail_exposure,10,-1,__all__,0.0006629101756711965,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,long_tail_exposure,100,-1,__all__,0.001929068611203182,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,long_tail_uplift,10,-1,__all__,-0.004839182095048608,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,hnsw,42,user_popularity_calibration_error,10,-1,__all__,0.6244884179227351,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,128,u2i,ivfflat,42,coverage,10,-1,__all__,0.4067364845740164,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,coverage,100,-1,__all__,0.8015850551938862,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,0,__all__,0.0002320185614849188,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,1,__all__,0.00029830957905203843,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,2,__all__,0.0007457739476300962,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,3,__all__,0.0018561484918793504,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,4,__all__,0.00382830626450116,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,5,__all__,0.008054358634405038,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,6,__all__,0.013689095127610209,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,7,__all__,0.021925754060324827,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,8,__all__,0.05167384819356977,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,9,__all__,0.8976963871395426,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,head,0.8976963871395426,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,mid,0.101657275439178,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,tail,0.0006463374212794166,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,gini_exposure,10,-1,__all__,0.9464480126345087,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,gini_exposure,100,-1,__all__,0.8645954047922232,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,long_tail_exposure,10,-1,__all__,0.0006629101756711965,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,long_tail_exposure,100,-1,__all__,0.0018080875041431887,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,long_tail_uplift,10,-1,__all__,-0.004839182095048608,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfflat,42,user_popularity_calibration_error,10,-1,__all__,0.624465870648121,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,128,u2i,ivfpq,42,coverage,10,-1,__all__,0.41522785168412113,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,coverage,100,-1,__all__,0.8324370223606,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,0,__all__,0.00031488233344381834,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,1,__all__,0.0002817368246602585,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,2,__all__,0.000961219754723235,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,3,__all__,0.002353331123632748,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,4,__all__,0.004888962545575075,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,5,__all__,0.011998674179648658,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,6,__all__,0.014418296320848525,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,7,__all__,0.027427908518395758,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,8,__all__,0.0688929400066291,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,9,__all__,0.8684620483924428,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,head,0.8684620483924428,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,mid,0.13082532316871068,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,tail,0.0007126284388465363,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,gini_exposure,10,-1,__all__,0.9430938804084149,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,gini_exposure,100,-1,__all__,0.8598801742479942,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,long_tail_exposure,10,-1,__all__,0.0007457739476300962,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,long_tail_exposure,100,-1,__all__,0.002726218097447796,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,long_tail_uplift,10,-1,__all__,-0.0047563183230897085,long_tail_exposure_proxy_only,
ml-1m,bm25,128,u2i,ivfpq,42,user_popularity_calibration_error,10,-1,__all__,0.5690281010244596,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,i2i,flat,42,coverage,10,-1,__all__,0.3467488201363398,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,coverage,100,-1,__all__,0.6638262541513721,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,0,__all__,0.00014,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,1,__all__,0.00201,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,2,__all__,0.00132,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,3,__all__,0.00191,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,4,__all__,0.00207,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,5,__all__,0.00647,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,6,__all__,0.02669,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,7,__all__,0.07856,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,8,__all__,0.18644,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_decile,10,9,__all__,0.69439,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_group,10,-1,head,0.69489,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_group,10,-1,mid,0.30274,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,exposure_share_group,10,-1,tail,0.00237,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,gini_exposure,10,-1,__all__,0.8873155488550953,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,gini_exposure,100,-1,__all__,0.7971403242440134,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,long_tail_exposure,10,-1,__all__,0.00284,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,long_tail_exposure,100,-1,__all__,0.007991,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,long_tail_uplift,10,-1,__all__,0.002244585488061143,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flat,42,user_popularity_calibration_error,10,-1,__all__,1.5063319620075364,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,i2i,flatpq,42,coverage,10,-1,__all__,0.34653032686593255,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,coverage,100,-1,__all__,0.6827040727145604,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,0,__all__,0.00014,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,1,__all__,0.00213,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,2,__all__,0.00197,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,3,__all__,0.0022,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,4,__all__,0.00231,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,5,__all__,0.0082,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,6,__all__,0.02765,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,7,__all__,0.08061,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,8,__all__,0.18391,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_decile,10,9,__all__,0.69088,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_group,10,-1,head,0.6915,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_group,10,-1,mid,0.30591999999999997,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,exposure_share_group,10,-1,tail,0.00258,long_tail_exposure_proxy_only,
