dataset,weighting,dim,modality,method,seed,metric,k,decile,group,value,fairness_scope,notes
ml-20m,bm25,128,i2i,flatpq,42,gini_exposure,10,-1,__all__,0.8887005261317952,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,gini_exposure,100,-1,__all__,0.7964920089145254,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,long_tail_exposure,10,-1,__all__,0.00329,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,long_tail_exposure,100,-1,__all__,0.010414,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,long_tail_uplift,10,-1,__all__,0.002694585488061143,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,flatpq,42,user_popularity_calibration_error,10,-1,__all__,1.5050842514509941,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,i2i,hnsw,42,coverage,10,-1,__all__,0.346574025520014,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,coverage,100,-1,__all__,0.6590631008564937,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,0,__all__,0.00014,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,1,__all__,0.00219,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,2,__all__,0.00127,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,3,__all__,0.00184,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,4,__all__,0.00188,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,5,__all__,0.00647,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,6,__all__,0.02669,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,7,__all__,0.07857,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,8,__all__,0.18644,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_decile,10,9,__all__,0.69451,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_group,10,-1,head,0.69501,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_group,10,-1,mid,0.30244,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,exposure_share_group,10,-1,tail,0.00255,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,gini_exposure,10,-1,__all__,0.8873846495367942,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,gini_exposure,100,-1,__all__,0.798657906659675,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,long_tail_exposure,10,-1,__all__,0.00302,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,long_tail_exposure,100,-1,__all__,0.007857,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,long_tail_uplift,10,-1,__all__,0.0024245854880611427,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,hnsw,42,user_popularity_calibration_error,10,-1,__all__,1.5059166896010694,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,i2i,ivfflat,42,coverage,10,-1,__all__,0.3462244362873623,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,coverage,100,-1,__all__,0.6606799510575074,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,0,__all__,0.00014,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,1,__all__,0.00199,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,2,__all__,0.00124,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,3,__all__,0.00138,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,4,__all__,0.00187,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,5,__all__,0.00646,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,6,__all__,0.02685,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,7,__all__,0.07927,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,8,__all__,0.18572,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_decile,10,9,__all__,0.69508,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_group,10,-1,head,0.69558,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_group,10,-1,mid,0.30203,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,exposure_share_group,10,-1,tail,0.00239,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,gini_exposure,10,-1,__all__,0.8878879391714735,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,gini_exposure,100,-1,__all__,0.8011707577346618,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,long_tail_exposure,10,-1,__all__,0.00297,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,long_tail_exposure,100,-1,__all__,0.007866,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,long_tail_uplift,10,-1,__all__,0.002374585488061143,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfflat,42,user_popularity_calibration_error,10,-1,__all__,1.503778867141386,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,i2i,ivfpq,42,coverage,10,-1,__all__,0.3473169026393987,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,coverage,100,-1,__all__,0.6853259919594477,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,0,__all__,0.00026,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,1,__all__,0.00253,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,2,__all__,0.00156,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,3,__all__,0.00204,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,4,__all__,0.00218,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,5,__all__,0.00732,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,6,__all__,0.02787,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,7,__all__,0.07785,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,8,__all__,0.17833,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_decile,10,9,__all__,0.70006,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,head,0.70046,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,mid,0.29642,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,exposure_share_group,10,-1,tail,0.00312,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,gini_exposure,10,-1,__all__,0.8881920075161686,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,gini_exposure,100,-1,__all__,0.7972195338227583,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,long_tail_exposure,10,-1,__all__,0.00348,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,long_tail_exposure,100,-1,__all__,0.011118,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,long_tail_uplift,10,-1,__all__,0.002884585488061143,long_tail_exposure_proxy_only,
ml-20m,bm25,128,i2i,ivfpq,42,user_popularity_calibration_error,10,-1,__all__,1.4863779498247105,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,u2i,flat,42,coverage,10,-1,__all__,0.20302394686243663,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,coverage,100,-1,__all__,0.4508390141583639,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,0,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,1,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,2,__all__,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,3,__all__,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,4,__all__,0.00017,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,5,__all__,0.00057,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,6,__all__,0.00481,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,7,__all__,0.02398,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,8,__all__,0.09179,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_decile,10,9,__all__,0.87865,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_group,10,-1,head,0.8788,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_group,10,-1,mid,0.12119999999999997,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,exposure_share_group,10,-1,tail,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,gini_exposure,10,-1,__all__,0.9662887458486279,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,gini_exposure,100,-1,__all__,0.9215095917671735,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,long_tail_exposure,10,-1,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,long_tail_exposure,100,-1,__all__,0.000108,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,long_tail_uplift,10,-1,__all__,-0.0005954145119388572,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flat,42,user_popularity_calibration_error,10,-1,__all__,0.6211699049761031,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,u2i,flatpq,42,coverage,10,-1,__all__,0.16762803705645865,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,coverage,100,-1,__all__,0.444590106624716,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,0,__all__,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,1,__all__,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,2,__all__,0.00016,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,3,__all__,0.00012,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,4,__all__,0.00036,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,5,__all__,0.00156,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,6,__all__,0.00642,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,7,__all__,0.02387,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,8,__all__,0.07324,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_decile,10,9,__all__,0.89424,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,head,0.89448,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,mid,0.10545999999999994,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,exposure_share_group,10,-1,tail,6e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,gini_exposure,10,-1,__all__,0.9785631130921167,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,gini_exposure,100,-1,__all__,0.935966807725922,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,long_tail_exposure,10,-1,__all__,0.00015,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,long_tail_exposure,100,-1,__all__,0.000335,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,long_tail_uplift,10,-1,__all__,-0.0004454145119388573,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,flatpq,42,user_popularity_calibration_error,10,-1,__all__,0.6277857241028667,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,u2i,hnsw,42,coverage,10,-1,__all__,0.203155042824681,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,coverage,100,-1,__all__,0.45520887956650935,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,0,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,1,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,2,__all__,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,3,__all__,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,4,__all__,0.00017,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,5,__all__,0.00057,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,6,__all__,0.00477,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,7,__all__,0.02397,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,8,__all__,0.09187,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_decile,10,9,__all__,0.87862,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,head,0.87877,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,mid,0.12122999999999995,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,exposure_share_group,10,-1,tail,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,gini_exposure,10,-1,__all__,0.9662436960321622,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,gini_exposure,100,-1,__all__,0.9211939791120434,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,long_tail_exposure,10,-1,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,long_tail_exposure,100,-1,__all__,0.000119,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,long_tail_uplift,10,-1,__all__,-0.0005954145119388572,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,hnsw,42,user_popularity_calibration_error,10,-1,__all__,0.6227446618631453,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,u2i,ivfflat,42,coverage,10,-1,__all__,0.20381052263590282,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,coverage,100,-1,__all__,0.453635728019577,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,0,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,1,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,2,__all__,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,3,__all__,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,4,__all__,0.00013,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,5,__all__,0.0006,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,6,__all__,0.00488,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,7,__all__,0.02408,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,8,__all__,0.09201,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_decile,10,9,__all__,0.87827,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,head,0.87842,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,mid,0.12158000000000002,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,exposure_share_group,10,-1,tail,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,gini_exposure,10,-1,__all__,0.9663773929382975,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,gini_exposure,100,-1,__all__,0.9225335194022024,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,long_tail_exposure,10,-1,__all__,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,long_tail_exposure,100,-1,__all__,0.000114,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,long_tail_uplift,10,-1,__all__,-0.0005954145119388572,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfflat,42,user_popularity_calibration_error,10,-1,__all__,0.6201849490265015,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,128,u2i,ivfpq,42,coverage,10,-1,__all__,0.17763502884111168,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,coverage,100,-1,__all__,0.46294354133892673,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,0,__all__,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,1,__all__,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,2,__all__,8e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,3,__all__,0.0001,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,4,__all__,0.00051,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,5,__all__,0.00314,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,6,__all__,0.00767,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,7,__all__,0.02121,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,8,__all__,0.06198,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_decile,10,9,__all__,0.90527,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,head,0.90538,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,mid,0.09456000000000003,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,exposure_share_group,10,-1,tail,6e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,gini_exposure,10,-1,__all__,0.9745487808075511,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,gini_exposure,100,-1,__all__,0.937231153731865,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,long_tail_exposure,10,-1,__all__,8e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,long_tail_exposure,100,-1,__all__,0.000402,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,long_tail_uplift,10,-1,__all__,-0.0005154145119388573,long_tail_exposure_proxy_only,
ml-20m,bm25,128,u2i,ivfpq,42,user_popularity_calibration_error,10,-1,__all__,0.48732040220259626,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
