dataset,weighting,modality,method,metric,k,decile,group,value,fairness_scope,notes
ml-1m,bm25,i2i,flat,gini_exposure,10,,,0.6776327094343819,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,gini_exposure,100,,,0.527466958754817,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,coverage,10,,,0.7970563260684971,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,coverage,100,,,0.9949051797339372,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,0.0,,0.006774888189498095,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,1.0,,0.007835017392744741,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,2.0,,0.021616697034951133,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,3.0,,0.03259897299983436,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,4.0,,0.04459168461156204,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,5.0,,0.07361272155043896,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,6.0,,0.09725028987907901,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,7.0,,0.1268842140135829,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,8.0,,0.17535199602451548,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_decile,10,9.0,,0.41348351830379326,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_group,10,,head,0.41348351830379326,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_group,10,,mid,0.5706642372039092,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,exposure_share_group,10,,tail,0.0158522444922975,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flat,user_popularity_calibration_error,10,,,0.9119637245461905,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,i2i,flatpq,long_tail_exposure,10,,,0.01979459996687096,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,long_tail_exposure,100,,,0.046976975318866986,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,long_tail_uplift,10,,,0.014292565689829832,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,gini_exposure,10,,,0.6789588273952291,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,gini_exposure,100,,,0.5219758784410936,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,coverage,10,,,0.8063968298896123,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,coverage,100,,,0.9940560430229267,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,0.0,,0.008365081994368063,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,1.0,,0.008911711114792116,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,2.0,,0.02612224614874938,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,3.0,,0.03478548948153056,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,4.0,,0.04447573297995693,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,5.0,,0.0709955275799238,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,6.0,,0.0966705317210535,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,7.0,,0.12632102037435813,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,8.0,,0.17306609243001492,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_decile,10,9.0,,0.4102865661752526,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_group,10,,head,0.4102865661752526,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_group,10,,mid,0.571227430843134,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,exposure_share_group,10,,tail,0.018486002981613386,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,flatpq,user_popularity_calibration_error,10,,,0.9184698148998367,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,i2i,hnsw,long_tail_exposure,10,,,0.0167135994699354,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,long_tail_exposure,100,,,0.03868809011098227,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,long_tail_uplift,10,,,0.01121156519289427,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,gini_exposure,10,,,0.6776327094343819,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,gini_exposure,100,,,0.5270838265454361,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,coverage,10,,,0.7970563260684971,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,coverage,100,,,0.9946221341636003,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,0.0,,0.006774888189498095,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,1.0,,0.007835017392744741,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,2.0,,0.021616697034951133,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,3.0,,0.03259897299983436,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,4.0,,0.04459168461156204,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,5.0,,0.07361272155043896,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,6.0,,0.09725028987907901,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,7.0,,0.1268842140135829,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,8.0,,0.17535199602451548,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_decile,10,9.0,,0.41348351830379326,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_group,10,,head,0.41348351830379326,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_group,10,,mid,0.5706642372039092,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,exposure_share_group,10,,tail,0.0158522444922975,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,hnsw,user_popularity_calibration_error,10,,,0.9119637245461905,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,i2i,ivfflat,long_tail_exposure,10,,,0.016647341394732482,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,long_tail_exposure,100,,,0.038181215835679974,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,long_tail_uplift,10,,,0.011145307117691353,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,gini_exposure,10,,,0.6779699542227592,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,gini_exposure,100,,,0.5297670554179034,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,coverage,10,,,0.7967732804981602,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,coverage,100,,,0.9937729974525898,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,0.0,,0.006774888189498095,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,1.0,,0.007752194798741096,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,2.0,,0.02143448732814312,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,3.0,,0.0324498923306278,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,4.0,,0.04459168461156204,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,5.0,,0.07382806029484844,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,6.0,,0.0971840318038761,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,7.0,,0.12695047208878582,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,8.0,,0.1754845121749213,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_decile,10,9.0,,0.4135497763789962,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_group,10,,head,0.4135497763789962,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_group,10,,mid,0.57068080172271,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,exposure_share_group,10,,tail,0.015769421898293855,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfflat,user_popularity_calibration_error,10,,,0.9111580295313585,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,i2i,ivfpq,long_tail_exposure,10,,,0.02057313235050522,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,long_tail_exposure,100,,,0.04768593672353818,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,long_tail_uplift,10,,,0.01507109807346409,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,gini_exposure,10,,,0.6710220176821667,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,gini_exposure,100,,,0.5122236677951763,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,coverage,10,,,0.8154542881403906,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,coverage,100,,,0.9985847721483159,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,0.0,,0.008166307768759318,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,1.0,,0.00969024349842637,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,2.0,,0.023455358621832036,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,3.0,,0.03309590856385622,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,4.0,,0.04480702335597151,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,5.0,,0.0719065761139639,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,6.0,,0.09508033791618353,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,7.0,,0.129749875766109,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,8.0,,0.17246976975318867,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_decile,10,9.0,,0.4115785986417095,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_group,10,,head,0.4115785986417095,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_group,10,,mid,0.5690906079178399,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,exposure_share_group,10,,tail,0.019330793440450553,long_tail_exposure_proxy_only,
ml-1m,bm25,i2i,ivfpq,user_popularity_calibration_error,10,,,0.9215943541592446,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,u2i,flat,long_tail_exposure,10,,,0.0007454033460327977,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,long_tail_exposure,100,,,0.0018660055549295027,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,long_tail_uplift,10,,,-0.004756630931008331,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,gini_exposure,10,,,0.9462136806046645,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,gini_exposure,100,,,0.8637863217040936,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,coverage,10,,,0.40928389470704785,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,coverage,100,,,0.8049816020379281,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,0.0,,0.00026503230081166145,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,1.0,,0.0003478548948153056,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,2.0,,0.0007454033460327977,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,3.0,,0.0019049196620838165,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,4.0,,0.003842968361769091,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,5.0,,0.008100049693556401,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,6.0,,0.013765115123405666,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,7.0,,0.022030810004969356,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,8.0,,0.051714427695875434,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_decile,10,9.0,,0.8972834189166805,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_group,10,,head,0.8972834189166805,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_group,10,,mid,0.10198774225608742,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,exposure_share_group,10,,tail,0.0007288388272320689,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flat,user_popularity_calibration_error,10,,,0.6240141632300534,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,u2i,flatpq,long_tail_exposure,10,,,0.0011595163160510187,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,long_tail_exposure,100,,,0.002803185558624186,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,long_tail_uplift,10,,,-0.004342517960990109,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,gini_exposure,10,,,0.958845427252764,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,gini_exposure,100,,,0.8730057321554453,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,coverage,10,,,0.37192187942258703,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,coverage,100,,,0.8112086045853383,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,0.0,,0.00039754845121749214,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,1.0,,0.0005797581580255093,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,2.0,,0.001656451880072884,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,3.0,,0.0023355971509027664,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,4.0,,0.004356468444591684,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,5.0,,0.009657114460824913,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,6.0,,0.0124068245817459,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,7.0,,0.01886698691403015,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,8.0,,0.042835845618684774,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_decile,10,9.0,,0.9069074043399039,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_group,10,,head,0.9069074043399039,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_group,10,,mid,0.09201590193804872,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,exposure_share_group,10,,tail,0.0010766937220473745,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,flatpq,user_popularity_calibration_error,10,,,0.6430747069715227,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,u2i,hnsw,long_tail_exposure,10,,,0.0007454033460327977,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,long_tail_exposure,100,,,0.001956966618888622,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,long_tail_uplift,10,,,-0.004756630931008331,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,gini_exposure,10,,,0.9462235546144562,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,gini_exposure,100,,,0.8625873361218337,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,coverage,10,,,0.40928389470704785,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,coverage,100,,,0.8095103311633173,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,0.0,,0.00026503230081166145,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,1.0,,0.0003478548948153056,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,2.0,,0.0007454033460327977,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,3.0,,0.0019049196620838165,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,4.0,,0.003842968361769091,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,5.0,,0.008100049693556401,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,6.0,,0.013781679642206394,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,7.0,,0.021931422892164983,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,8.0,,0.051697863177074706,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_decile,10,9.0,,0.8973828060294848,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_group,10,,head,0.8973828060294848,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_group,10,,mid,0.1018883551432831,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,exposure_share_group,10,,tail,0.0007288388272320689,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,hnsw,user_popularity_calibration_error,10,,,0.6240576293368966,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,u2i,ivfflat,long_tail_exposure,10,,,0.0007454033460327977,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,long_tail_exposure,100,,,0.0018758088597170047,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,long_tail_uplift,10,,,-0.004756630931008331,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,gini_exposure,10,,,0.9463203817987961,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,gini_exposure,100,,,0.8645178027773758,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,coverage,10,,,0.40871780356637416,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,coverage,100,,,0.8038494197565809,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,0.0,,0.00026503230081166145,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,1.0,,0.0003478548948153056,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,2.0,,0.0007288388272320689,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,3.0,,0.0018883551432830876,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,4.0,,0.003842968361769091,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,5.0,,0.008100049693556401,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,6.0,,0.013715421567003479,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,7.0,,0.022047374523770084,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,8.0,,0.051598476064270336,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_decile,10,9.0,,0.8974656286234884,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_group,10,,head,0.8974656286234884,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_group,10,,mid,0.10180553254927949,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,exposure_share_group,10,,tail,0.0007288388272320689,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfflat,user_popularity_calibration_error,10,,,0.6242313880996817,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-1m,bm25,u2i,ivfpq,long_tail_exposure,10,,,0.0009938711280437303,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,long_tail_exposure,100,,,0.0028612801039140058,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,long_tail_uplift,10,,,-0.004508163148997398,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,gini_exposure,10,,,0.9491956315617801,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,gini_exposure,100,,,0.8632881351046245,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,coverage,10,,,0.4030568921596377,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,coverage,100,,,0.8386640249080102,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,0.0,,0.00031472585721384794,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,1.0,,0.0005466291204240517,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,2.0,,0.0011263872784495611,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,3.0,,0.001954613218486003,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,4.0,,0.004008613549776379,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,5.0,,0.007056485009110485,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,6.0,,0.014643034619844293,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,7.0,,0.025078681464303462,long_tail_exposure_proxy_only,
