dataset,weighting,modality,method,metric,k,decile,group,value,fairness_scope,notes
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,8.0,,0.060725525923471926,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_decile,10,9.0,,0.88454530395892,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_group,10,,head,0.88454530395892,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_group,10,,mid,0.11449395395063777,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,exposure_share_group,10,,tail,0.0009607420904422727,long_tail_exposure_proxy_only,
ml-1m,bm25,u2i,ivfpq,user_popularity_calibration_error,10,,,0.5748892392556514,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,i2i,flat,long_tail_exposure,10,,,0.00289,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,long_tail_exposure,100,,,0.007671,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,long_tail_uplift,10,,,0.0022946768941484335,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,gini_exposure,10,,,0.8863981812620171,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,gini_exposure,100,,,0.7984963987939172,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,coverage,10,,,0.34928334207306416,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,coverage,100,,,0.6581017304667016,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,0.0,,0.00014,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,1.0,,0.00205,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,2.0,,0.00128,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,3.0,,0.00207,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,4.0,,0.00196,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,5.0,,0.00685,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,6.0,,0.02707,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,7.0,,0.08003,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,8.0,,0.18569,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_decile,10,9.0,,0.69286,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_group,10,,head,0.69331,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_group,10,,mid,0.30425,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,exposure_share_group,10,,tail,0.00244,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flat,user_popularity_calibration_error,10,,,1.493639262158333,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,i2i,flatpq,long_tail_exposure,10,,,0.00399,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,long_tail_exposure,100,,,0.010558,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,long_tail_uplift,10,,,0.003394676894148433,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,gini_exposure,10,,,0.88761114577871,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,gini_exposure,100,,,0.7969129474742178,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,coverage,10,,,0.3499825205383674,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,coverage,100,,,0.6803443453941619,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,0.0,,0.00015,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,1.0,,0.00286,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,2.0,,0.00185,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,3.0,,0.00244,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,4.0,,0.00251,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,5.0,,0.00792,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,6.0,,0.02899,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,7.0,,0.08139,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,8.0,,0.18435,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_decile,10,9.0,,0.68754,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_group,10,,head,0.68813,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_group,10,,mid,0.30841999999999997,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,exposure_share_group,10,,tail,0.00345,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,flatpq,user_popularity_calibration_error,10,,,1.502251583242159,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,i2i,hnsw,long_tail_exposure,10,,,0.00291,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,long_tail_exposure,100,,,0.007564,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,long_tail_uplift,10,,,0.002314676894148433,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,gini_exposure,10,,,0.8864598959972033,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,gini_exposure,100,,,0.8002815804055234,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,coverage,10,,,0.3491085474567383,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,coverage,100,,,0.6522024121657053,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,0.0,,0.00014,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,1.0,,0.00206,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,2.0,,0.00122,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,3.0,,0.00199,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,4.0,,0.00192,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,5.0,,0.00688,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,6.0,,0.02706,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,7.0,,0.08003,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,8.0,,0.1857,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_decile,10,9.0,,0.693,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_group,10,,head,0.69345,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_group,10,,mid,0.30408999999999997,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,exposure_share_group,10,,tail,0.00246,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,hnsw,user_popularity_calibration_error,10,,,1.4930886551406308,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,i2i,ivfflat,long_tail_exposure,10,,,0.00287,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,long_tail_exposure,100,,,0.006935,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,long_tail_uplift,10,,,0.0022746768941484335,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,gini_exposure,10,,,0.8869432555497291,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,gini_exposure,100,,,0.8024275419507079,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,coverage,10,,,0.34840936899143504,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,coverage,100,,,0.6527704946687642,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,0.0,,0.00014,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,1.0,,0.00192,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,2.0,,0.0012,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,3.0,,0.00174,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,4.0,,0.00177,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,5.0,,0.00683,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,6.0,,0.02719,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,7.0,,0.08077,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,8.0,,0.18466,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_decile,10,9.0,,0.69378,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_group,10,,head,0.69423,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_group,10,,mid,0.30341999999999997,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,exposure_share_group,10,,tail,0.00235,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfflat,user_popularity_calibration_error,10,,,1.4911784926750875,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,i2i,ivfpq,long_tail_exposure,10,,,0.00378,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,long_tail_exposure,100,,,0.01021,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,long_tail_uplift,10,,,0.0031846768941484332,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,gini_exposure,10,,,0.8871067610557595,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,gini_exposure,100,,,0.7975162947911204,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,coverage,10,,,0.3514245761230554,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,coverage,100,,,0.6806065373186506,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,0.0,,0.00018,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,1.0,,0.00255,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,2.0,,0.00161,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,3.0,,0.00193,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,4.0,,0.00215,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,5.0,,0.0072,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,6.0,,0.02828,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,7.0,,0.07828,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,8.0,,0.17835,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_decile,10,9.0,,0.69947,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_group,10,,head,0.69981,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_group,10,,mid,0.29695999999999995,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,exposure_share_group,10,,tail,0.00323,long_tail_exposure_proxy_only,
ml-20m,bm25,i2i,ivfpq,user_popularity_calibration_error,10,,,1.4751111604459457,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,u2i,flat,long_tail_exposure,10,,,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,long_tail_exposure,100,,,0.000149,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,long_tail_uplift,10,,,-0.0005753231058515666,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,gini_exposure,10,,,0.9652551695507778,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,gini_exposure,100,,,0.9206696128299248,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,coverage,10,,,0.20673833245936024,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,coverage,100,,,0.458442579968537,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,0.0,,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,1.0,,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,2.0,,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,3.0,,4e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,4.0,,0.00012,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,5.0,,0.00079,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,6.0,,0.00478,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,7.0,,0.0242,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,8.0,,0.09256,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_decile,10,9.0,,0.87748,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_group,10,,head,0.87767,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_group,10,,mid,0.12232000000000005,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,exposure_share_group,10,,tail,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flat,user_popularity_calibration_error,10,,,0.6155166496996615,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,u2i,flatpq,long_tail_exposure,10,,,7e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,long_tail_exposure,100,,,0.00045,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,long_tail_uplift,10,,,-0.0005253231058515667,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,gini_exposure,10,,,0.9779685090019228,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,gini_exposure,100,,,0.935245256948086,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,coverage,10,,,0.16810872225135465,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,coverage,100,,,0.45271805628386647,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,0.0,,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,1.0,,3e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,2.0,,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,3.0,,9e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,4.0,,0.0006,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,5.0,,0.00156,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,6.0,,0.00653,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,7.0,,0.02399,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,8.0,,0.08316,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_decile,10,9.0,,0.884,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_group,10,,head,0.8842,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_group,10,,mid,0.11575000000000002,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,exposure_share_group,10,,tail,5e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,flatpq,user_popularity_calibration_error,10,,,0.5991698821728725,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,u2i,hnsw,long_tail_exposure,10,,,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,long_tail_exposure,100,,,0.00016900287304884182,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,long_tail_uplift,10,,,-0.0005753231058515666,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,gini_exposure,10,,,0.96524357629785,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,gini_exposure,100,,,0.9203115092617473,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,coverage,10,,,0.20673833245936024,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,coverage,100,,,0.4631183359552526,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,0.0,,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,1.0,,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,2.0,,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,3.0,,4e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,4.0,,0.00012,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,5.0,,0.00078,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,6.0,,0.00467,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,7.0,,0.02421,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,8.0,,0.09244,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_decile,10,9.0,,0.87771,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_group,10,,head,0.8779,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_group,10,,mid,0.12208999999999999,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,exposure_share_group,10,,tail,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,hnsw,user_popularity_calibration_error,10,,,0.6157407095098277,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,u2i,ivfflat,long_tail_exposure,10,,,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,long_tail_exposure,100,,,0.000143,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,long_tail_uplift,10,,,-0.0005853231058515667,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,gini_exposure,10,,,0.9657503548330711,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,gini_exposure,100,,,0.9244775172172697,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,coverage,10,,,0.20651983918895297,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,coverage,100,,,0.46123929382975004,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,0.0,,0.0,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,1.0,,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,2.0,,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,3.0,,4e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,4.0,,0.00013,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,5.0,,0.00074,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,6.0,,0.00503,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,7.0,,0.02463,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,8.0,,0.09047,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_decile,10,9.0,,0.87894,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_group,10,,head,0.87915,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_group,10,,mid,0.12084000000000002,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,exposure_share_group,10,,tail,1e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfflat,user_popularity_calibration_error,10,,,0.6100186859944721,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
ml-20m,bm25,u2i,ivfpq,long_tail_exposure,10,,,9e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,long_tail_exposure,100,,,0.000559,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,long_tail_uplift,10,,,-0.0005053231058515667,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,gini_exposure,10,,,0.9733805602167453,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,gini_exposure,100,,,0.9351982926935851,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,coverage,10,,,0.18611256773291382,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,coverage,100,,,0.47220765600419506,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,0.0,,2e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,1.0,,4e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,2.0,,8e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,3.0,,0.00014,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,4.0,,0.00144,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,5.0,,0.00199,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,6.0,,0.00809,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,7.0,,0.02104,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,8.0,,0.07115,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_decile,10,9.0,,0.89601,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_group,10,,head,0.89611,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_group,10,,mid,0.10381000000000004,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,exposure_share_group,10,,tail,8e-05,long_tail_exposure_proxy_only,
ml-20m,bm25,u2i,ivfpq,user_popularity_calibration_error,10,,,0.5124939767494099,popularity_calibration_proxy,mean |log1p(rec pop) - log1p(hist pop)| per user
